****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 142x957
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.005	Loglikelihood: -92096.5	(delta): 115110
2 (EM) 	Elapsed: 0.005	Loglikelihood: -87509.3	(delta): 4587.2
3 (EM) 	Elapsed: 0.006	Loglikelihood: -85591.6	(delta): 1917.72
4 (EM) 	Elapsed: 0.005	Loglikelihood: -83752.1	(delta): 1839.47
5 (EM) 	Elapsed: 0.006	Loglikelihood: -81649.6	(delta): 2102.54
Initial loglikelihood: -81649.6
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -65087.8	(delta): 16561.8
2 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -60710.2	(delta): 4377.56
3 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -57226.5	(delta): 3483.67
4 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55844.2	(delta): 1382.37
5 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55339.9	(delta): 504.255
6 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -55305.5	(delta): 34.3835
7 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -55302.9	(delta): 2.58035
8 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0.261791
9 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0.00401182
10 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -55302.7	(delta): 5.8787e-05
11 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 1.03137e-07
12 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 5.09317e-11
13 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 1.45519e-11
14 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -7.27596e-12
15 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): -7.27596e-12
16 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
17 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 7.27596e-12
18 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
19 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
20 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
21 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
22 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
23 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
24 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
25 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
26 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
27 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
28 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -7.27596e-12
29 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
30 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 7.27596e-12
31 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
32 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 7.27596e-12
33 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): -7.27596e-12
34 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): -7.27596e-12
35 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 0
36 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -55302.7	(delta): 7.27596e-12
37 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
38 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -55302.7	(delta): 0
39 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
40 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
41 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -55302.7	(delta): 0
