****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 111x772
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.003	Loglikelihood: -31807	(delta): 103162
2 (EM) 	Elapsed: 0.003	Loglikelihood: -30236.7	(delta): 1570.34
3 (EM) 	Elapsed: 0.003	Loglikelihood: -29894.5	(delta): 342.157
4 (EM) 	Elapsed: 0.003	Loglikelihood: -29692.7	(delta): 201.823
5 (EM) 	Elapsed: 0.003	Loglikelihood: -29562.3	(delta): 130.413
Initial loglikelihood: -29562.3
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.006	Loglikelihood: -28011	(delta): 1551.26
2 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -27097.7	(delta): 913.351
3 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -26597.7	(delta): 499.988
4 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -26064.9	(delta): 532.757
5 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -25750.1	(delta): 314.864
6 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -25554.9	(delta): 195.229
7 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -25454.1	(delta): 100.754
8 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -25418.7	(delta): 35.4263
9 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -25398.9	(delta): 19.7397
10 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -25396.1	(delta): 2.82531
11 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -25396.1	(delta): 0.0278111
12 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -25396.1	(delta): 0.00557592
13 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 0.00502109
14 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -25396.1	(delta): 0.00502783
15 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 0.000702277
16 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -25396.1	(delta): 7.97017e-05
17 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 1.57239e-05
18 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -25396.1	(delta): 5.53604e-06
19 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -25396.1	(delta): 1.70803e-08
20 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 4.59841e-09
21 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -25396.1	(delta): 1.09139e-10
22 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 3.63798e-12
23 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -25396.1	(delta): 3.63798e-12
24 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -25396.1	(delta): -7.27596e-12
