****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 111x1120
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.005	Loglikelihood: -46427.2	(delta): 135666
2 (EM) 	Elapsed: 0.005	Loglikelihood: -43937	(delta): 2490.17
3 (EM) 	Elapsed: 0.005	Loglikelihood: -43408.5	(delta): 528.539
4 (EM) 	Elapsed: 0.005	Loglikelihood: -43116.9	(delta): 291.579
5 (EM) 	Elapsed: 0.005	Loglikelihood: -42938.1	(delta): 178.753
Initial loglikelihood: -42938.1
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -40353.1	(delta): 2585.07
2 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -39089.6	(delta): 1263.49
3 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -38456.4	(delta): 633.181
4 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -38037.4	(delta): 419.022
5 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -37902.1	(delta): 135.305
6 (QN/Block) 	Elapsed: 0.016	Loglikelihood: -37854.9	(delta): 47.1753
7 (QN/Block) 	Elapsed: 0.016	Loglikelihood: -37845.3	(delta): 9.58003
8 (QN/Block) 	Elapsed: 0.017	Loglikelihood: -37842.5	(delta): 2.77845
9 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -37840.6	(delta): 1.92347
10 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37839.4	(delta): 1.24046
11 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37834	(delta): 5.39547
12 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37826.3	(delta): 7.72291
13 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37509.8	(delta): 316.466
14 (QN/Block) 	Elapsed: 0.016	Loglikelihood: -37393.8	(delta): 115.978
15 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37304.1	(delta): 89.6714
16 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37241.8	(delta): 62.2905
17 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37214.1	(delta): 27.7946
18 (QN/Block) 	Elapsed: 0.017	Loglikelihood: -37109.3	(delta): 104.748
19 (QN/Block) 	Elapsed: 0.036	Loglikelihood: -36913.1	(delta): 196.194
20 (QN/Block) 	Elapsed: 0.018	Loglikelihood: -36872.5	(delta): 40.6388
21 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -36846.8	(delta): 25.7079
22 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -36823.3	(delta): 23.5117
23 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -36812.4	(delta): 10.8118
24 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -36809.5	(delta): 2.94568
25 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -36809.4	(delta): 0.0921116
26 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -36809.4	(delta): 0.000254444
27 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -36809.4	(delta): 0.0002051
28 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -36809.4	(delta): 0.000122981
29 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -36809.4	(delta): 2.78807e-07
30 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -36809.4	(delta): 3.97777e-08
31 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -36809.4	(delta): 3.85626e-10
