****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 98x940
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.002	Loglikelihood: -45139.4	(delta): 106868
2 (EM) 	Elapsed: 0.002	Loglikelihood: -43452	(delta): 1687.39
3 (EM) 	Elapsed: 0.002	Loglikelihood: -43052	(delta): 399.984
4 (EM) 	Elapsed: 0.002	Loglikelihood: -42868.5	(delta): 183.479
5 (EM) 	Elapsed: 0.002	Loglikelihood: -42775.6	(delta): 92.9453
Initial loglikelihood: -42775.6
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -39907.9	(delta): 2867.69
2 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -38685	(delta): 1222.92
3 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -38268.9	(delta): 416.085
4 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37990.9	(delta): 277.939
5 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37917.2	(delta): 73.7481
6 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37894.5	(delta): 22.689
7 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.7	(delta): 4.76748
8 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.4	(delta): 0.375524
9 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.4	(delta): 0.0051551
10 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0.0010827
11 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 8.11844e-07
12 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 1.86992e-09
13 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
14 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 7.27596e-12
15 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
16 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 7.27596e-12
17 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): -7.27596e-12
18 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 7.27596e-12
19 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): -7.27596e-12
20 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 7.27596e-12
21 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): -7.27596e-12
22 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
23 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
24 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 7.27596e-12
25 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): -7.27596e-12
26 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
27 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
28 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 7.27596e-12
29 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -1.45519e-11
30 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
31 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
32 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
33 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
34 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
35 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 7.27596e-12
36 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
37 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): -7.27596e-12
38 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
39 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
40 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37889.3	(delta): 7.27596e-12
41 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37889.3	(delta): -7.27596e-12
42 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.3	(delta): 0
43 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
44 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
45 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
46 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
47 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
48 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
49 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
50 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 7.27596e-12
51 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
52 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 7.27596e-12
53 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -7.27596e-12
54 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
55 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
56 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
57 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
58 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
59 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
60 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 7.27596e-12
61 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
62 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): -1.45519e-11
63 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
64 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.3	(delta): -7.27596e-12
65 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 1.45519e-11
66 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.3	(delta): -7.27596e-12
67 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 7.27596e-12
68 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.3	(delta): -7.27596e-12
69 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37889.3	(delta): 0
70 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
71 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37889.3	(delta): 0
72 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37889.3	(delta): 0
73 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37889.3	(delta): 0
74 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37889.3	(delta): 0
