****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 98x940
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.003	Loglikelihood: -45993	(delta): 94830.3
2 (EM) 	Elapsed: 0.004	Loglikelihood: -43590.5	(delta): 2402.49
3 (EM) 	Elapsed: 0.003	Loglikelihood: -43039.9	(delta): 550.623
4 (EM) 	Elapsed: 0.003	Loglikelihood: -42732.4	(delta): 307.479
5 (EM) 	Elapsed: 0.003	Loglikelihood: -42530.9	(delta): 201.521
Initial loglikelihood: -42530.9
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -38867	(delta): 3663.93
2 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -38005.3	(delta): 861.623
3 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -37620.9	(delta): 384.391
4 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37399.6	(delta): 221.318
5 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37305.3	(delta): 94.3175
6 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37271.3	(delta): 34.0159
7 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37260	(delta): 11.2508
8 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37255.7	(delta): 4.3415
9 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37251.1	(delta): 4.63689
10 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37249.5	(delta): 1.54565
11 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37248.4	(delta): 1.11864
12 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.7	(delta): 0.655735
13 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0.250336
14 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0.00664028
15 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37247.5	(delta): 0.000175964
16 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 1.94626e-05
17 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 5.25659e-07
18 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 1.46756e-08
19 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37247.5	(delta): 1.60071e-10
20 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37247.5	(delta): 7.27596e-12
21 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37247.5	(delta): 0
22 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0
23 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 7.27596e-12
24 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): -7.27596e-12
25 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
26 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -7.27596e-12
27 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
28 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -1.45519e-11
29 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 1.45519e-11
30 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0
31 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
32 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
33 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): -1.45519e-11
34 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
35 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
36 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): -7.27596e-12
37 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
38 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 7.27596e-12
39 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
40 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
41 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37247.5	(delta): 0
42 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): -7.27596e-12
43 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0
44 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
45 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
46 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
47 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 7.27596e-12
48 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
49 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37247.5	(delta): 0
50 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -7.27596e-12
51 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
52 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0
53 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -7.27596e-12
54 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
55 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
56 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
57 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
58 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
59 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -7.27596e-12
60 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
61 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37247.5	(delta): 0
62 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): 0
63 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37247.5	(delta): 0
64 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): -7.27596e-12
65 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
66 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): 0
67 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
68 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37247.5	(delta): -7.27596e-12
69 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 7.27596e-12
70 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37247.5	(delta): 0
71 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37247.5	(delta): -7.27596e-12
72 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -37247.5	(delta): 7.27596e-12
73 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37247.5	(delta): 0
