****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 335x1606
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.022	Loglikelihood: -216180	(delta): 593276
2 (EM) 	Elapsed: 0.023	Loglikelihood: -205235	(delta): 10945.4
3 (EM) 	Elapsed: 0.025	Loglikelihood: -203134	(delta): 2101.24
4 (EM) 	Elapsed: 0.024	Loglikelihood: -201961	(delta): 1172.07
5 (EM) 	Elapsed: 0.027	Loglikelihood: -201225	(delta): 736.299
Initial loglikelihood: -201225
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.05	Loglikelihood: -189261	(delta): 11964.4
2 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -179790	(delta): 9470.9
3 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -177885	(delta): 1905.34
4 (QN/Block) 	Elapsed: 0.067	Loglikelihood: -177084	(delta): 800.815
5 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176945	(delta): 139.056
6 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176913	(delta): 31.4776
7 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176908	(delta): 5.60826
8 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 0.221782
9 (QN/Block) 	Elapsed: 0.064	Loglikelihood: -176907	(delta): 0.0211332
10 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 0.00393801
11 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -176907	(delta): 0.00235124
12 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): 0.00032264
13 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -176907	(delta): 9.92439e-05
14 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -176907	(delta): 7.26174e-05
15 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -176907	(delta): 8.83217e-05
16 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -176907	(delta): 2.02478e-06
17 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 3.23402e-07
18 (QN/Block) 	Elapsed: 0.063	Loglikelihood: -176907	(delta): 8.06176e-09
19 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 1.28057e-09
20 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 2.91038e-11
21 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -176907	(delta): 8.73115e-11
22 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -176907	(delta): 0
23 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -176907	(delta): 5.82077e-11
24 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): -2.91038e-11
25 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -176907	(delta): 0
26 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 0
27 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 0
28 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 0
29 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): -2.91038e-11
30 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -176907	(delta): 5.82077e-11
31 (QN/Block) 	Elapsed: 0.063	Loglikelihood: -176907	(delta): -5.82077e-11
32 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -176907	(delta): 0
33 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): -5.82077e-11
34 (QN/Block) 	Elapsed: 0.069	Loglikelihood: -176907	(delta): 5.82077e-11
35 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): 2.91038e-11
36 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): 0
37 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -176907	(delta): -2.91038e-11
38 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): -5.82077e-11
39 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 5.82077e-11
40 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -176907	(delta): 0
41 (QN/Block) 	Elapsed: 0.05	Loglikelihood: -176907	(delta): 0
42 (QN/Block) 	Elapsed: 0.063	Loglikelihood: -176907	(delta): 2.91038e-11
43 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -176907	(delta): -2.91038e-11
44 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 0
45 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): 0
46 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -176907	(delta): 0
47 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 0
48 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): 2.91038e-11
49 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -176907	(delta): 0
50 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -176907	(delta): -2.91038e-11
51 (QN/Block) 	Elapsed: 0.071	Loglikelihood: -176907	(delta): 0
52 (QN/Block) 	Elapsed: 0.065	Loglikelihood: -176907	(delta): 0
53 (QN/Block) 	Elapsed: 0.064	Loglikelihood: -176907	(delta): 0
54 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 2.91038e-11
55 (QN/Block) 	Elapsed: 0.066	Loglikelihood: -176907	(delta): -2.91038e-11
56 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): -2.91038e-11
57 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -176907	(delta): 5.82077e-11
58 (QN/Block) 	Elapsed: 0.055	Loglikelihood: -176907	(delta): -2.91038e-11
59 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 0
60 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -176907	(delta): -2.91038e-11
61 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): 2.91038e-11
62 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): -2.91038e-11
63 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -176907	(delta): 5.82077e-11
64 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -176907	(delta): -2.91038e-11
65 (QN/Block) 	Elapsed: 0.062	Loglikelihood: -176907	(delta): 0
66 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -176907	(delta): 0
67 (QN/Block) 	Elapsed: 0.066	Loglikelihood: -176907	(delta): 0
68 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): 0
69 (QN/Block) 	Elapsed: 0.063	Loglikelihood: -176907	(delta): 0
70 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): -2.91038e-11
71 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): 2.91038e-11
72 (QN/Block) 	Elapsed: 0.067	Loglikelihood: -176907	(delta): 2.91038e-11
73 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): -2.91038e-11
74 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -176907	(delta): 2.91038e-11
75 (QN/Block) 	Elapsed: 0.063	Loglikelihood: -176907	(delta): -5.82077e-11
76 (QN/Block) 	Elapsed: 0.061	Loglikelihood: -176907	(delta): 2.91038e-11
77 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -176907	(delta): 0
78 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -176907	(delta): 0
79 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -176907	(delta): -2.91038e-11
80 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -176907	(delta): 0
81 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -176907	(delta): 0
82 (QN/Block) 	Elapsed: 0.057	Loglikelihood: -176907	(delta): 2.91038e-11
83 (QN/Block) 	Elapsed: 0.066	Loglikelihood: -176907	(delta): 0
