****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 98x940
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.003	Loglikelihood: -46494.4	(delta): 93027.7
2 (EM) 	Elapsed: 0.004	Loglikelihood: -44062.1	(delta): 2432.29
3 (EM) 	Elapsed: 0.003	Loglikelihood: -43510.7	(delta): 551.421
4 (EM) 	Elapsed: 0.003	Loglikelihood: -43204.4	(delta): 306.316
5 (EM) 	Elapsed: 0.003	Loglikelihood: -43000.9	(delta): 203.532
Initial loglikelihood: -43000.9
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -39685.6	(delta): 3315.28
2 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -38872.4	(delta): 813.204
3 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -38409.7	(delta): 462.699
4 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -38110	(delta): 299.643
5 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37990	(delta): 120.082
6 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37968.6	(delta): 21.3305
7 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37964	(delta): 4.6475
8 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37962.3	(delta): 1.64479
9 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37960.9	(delta): 1.46623
10 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37960.4	(delta): 0.507229
11 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37960.1	(delta): 0.243289
12 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37959.8	(delta): 0.357869
13 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37959.3	(delta): 0.436674
14 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37958.8	(delta): 0.484116
15 (QN/Block) 	Elapsed: 0.011	Loglikelihood: -37958.6	(delta): 0.271586
16 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -37958.5	(delta): 0.0893322
17 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37957.7	(delta): 0.73286
18 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37957.5	(delta): 0.263593
19 (QN/Block) 	Elapsed: 0.012	Loglikelihood: -37957.3	(delta): 0.228128
20 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37956.3	(delta): 0.99491
21 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37955.3	(delta): 0.910832
22 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37954.9	(delta): 0.489513
23 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37954.2	(delta): 0.698427
24 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37953.5	(delta): 0.657987
25 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37953.1	(delta): 0.451038
26 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37952.6	(delta): 0.449614
27 (QN/Block) 	Elapsed: 0.015	Loglikelihood: -37951.5	(delta): 1.07801
28 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37949.5	(delta): 2.04413
29 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37946.5	(delta): 2.98866
30 (QN/Block) 	Elapsed: 0.013	Loglikelihood: -37945	(delta): 1.47524
31 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37944.4	(delta): 0.642383
32 (QN/Block) 	Elapsed: 0.014	Loglikelihood: -37943.5	(delta): 0.83256
