****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 557x751
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.018	Loglikelihood: -244281	(delta): 348214
2 (EM) 	Elapsed: 0.018	Loglikelihood: -233907	(delta): 10373.4
3 (EM) 	Elapsed: 0.017	Loglikelihood: -231326	(delta): 2581.44
4 (EM) 	Elapsed: 0.018	Loglikelihood: -229538	(delta): 1787.93
5 (EM) 	Elapsed: 0.018	Loglikelihood: -227511	(delta): 2027.05
Initial loglikelihood: -227511
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.045	Loglikelihood: -79043	(delta): 148468
2 (QN/Block) 	Elapsed: 0.067	Loglikelihood: -56682.1	(delta): 22360.9
3 (QN/Block) 	Elapsed: 373.051	Loglikelihood: -54731.2	(delta): 1950.86
4 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -53351	(delta): 1380.2
5 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -52552.4	(delta): 798.647
6 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -53572.9	(delta): -1020.55
7 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -53010.8	(delta): 562.158
8 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -52628.9	(delta): 381.876
9 (QN/Block) 	Elapsed: 0.056	Loglikelihood: -52316.1	(delta): 312.822
10 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -52242.6	(delta): 73.4943
11 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -52237.3	(delta): 5.29175
12 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -52237.3	(delta): 0.000353182
13 (QN/Block) 	Elapsed: 0.053	Loglikelihood: -52237.3	(delta): 1.66328e-08
14 (QN/Block) 	Elapsed: 0.052	Loglikelihood: -52237.3	(delta): -6.54836e-11
15 (QN/Block) 	Elapsed: 0.051	Loglikelihood: -52237.3	(delta): -1.45519e-11
16 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -52237.3	(delta): -5.82077e-11
17 (QN/Block) 	Elapsed: 0.054	Loglikelihood: -52237.3	(delta): -1.23691e-10
18 (QN/Block) 	Elapsed: 349.806	Loglikelihood: -52237.3	(delta): -1.16415e-10
19 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -52237.3	(delta): -3.63798e-11
20 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -52237.3	(delta): -9.45874e-11
21 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -52237.3	(delta): -1.01863e-10
22 (QN/Block) 	Elapsed: 0.058	Loglikelihood: -52237.3	(delta): -8.73115e-11
23 (QN/Block) 	Elapsed: 0.06	Loglikelihood: -52237.3	(delta): -8.00355e-11
24 (QN/Block) 	Elapsed: 0.059	Loglikelihood: -52237.3	(delta): -7.27596e-12
