****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Parallel execution requested.  Will use 8 threads.
Cross-validation will be performed.  Folds=10.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 100 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 92x945
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.002	Loglikelihood: -42598.1	(delta): 98752.5
2 (EM) 	Elapsed: 0.002	Loglikelihood: -40876.4	(delta): 1721.67
3 (EM) 	Elapsed: 0.002	Loglikelihood: -40493.8	(delta): 382.679
4 (EM) 	Elapsed: 0.002	Loglikelihood: -40309.5	(delta): 184.289
5 (EM) 	Elapsed: 0.002	Loglikelihood: -40214.7	(delta): 94.767
Initial loglikelihood: -40214.7
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -37827.3	(delta): 2387.39
2 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -36699.9	(delta): 1127.36
3 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -36308.4	(delta): 391.589
4 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -36059.7	(delta): 248.662
5 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -35954.5	(delta): 105.218
6 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35931.4	(delta): 23.0918
7 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35927.9	(delta): 3.4327
8 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.8	(delta): 1.10602
9 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 0.147186
10 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 0.0164678
11 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 0.0113544
12 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 0.00589684
13 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 0.00253183
14 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 0.00244951
15 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -35926.7	(delta): 0.000134807
16 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -35926.7	(delta): 0.00019526
17 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -35926.7	(delta): 2.84577e-07
18 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 4.44561e-09
19 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 3.49246e-10
20 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 7.27596e-11
21 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 7.27596e-12
22 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 0
23 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): -7.27596e-12
24 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 7.27596e-12
25 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): -7.27596e-12
26 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 0
27 (QN/Block) 	Elapsed: 0.01	Loglikelihood: -35926.7	(delta): 7.27596e-12
28 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): -7.27596e-12
29 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 7.27596e-12
30 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): -7.27596e-12
31 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 7.27596e-12
32 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): -7.27596e-12
33 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): -7.27596e-12
34 (QN/Block) 	Elapsed: 0.007	Loglikelihood: -35926.7	(delta): 7.27596e-12
35 (QN/Block) 	Elapsed: 0.008	Loglikelihood: -35926.7	(delta): 0
36 (QN/Block) 	Elapsed: 0.009	Loglikelihood: -35926.7	(delta): 0
